order_id,order_quantity,seller_id,product_id,product_price,product_name,buyer_id,first_name,last_name,email,address,city,country,cc_number,cc_exp,review,rating,seller_name,seller_country,order_date
130205,4,34530,108615,14176,"Intriguing Camera",25723,Kiran,Goda,zechariah02@okon.net,"62, Surya Nagar,",Jammu,India,2666014196754552,01-2028,"Deleniti dolores commodi officia dicta et voluptatem fugiat voluptas.",2,"Leannon, Anderson and Stoltenberg","New Zealand",07-17-2023
130206,6,45400,78439,19440,"Dreary Banjo",29375,Anna,Shanahan,aufderhar.lawson@hotmail.com,"30 Lang Ngou Kut West Lane","Hong Kong","Hong Kong",4556166491745666,11-2026,"Reiciendis itaque et sequi rerum voluptate.",5,Considine-Nolan,"New Zealand",04-24-2023
130207,5,34973,125096,4994,"Wonderstruck Lock",28395,Akunna,Nojeem,angeline99@reilly.com,"33 Ayobami Street",ChinyereVille,Nigeria,2406041488718701,07-2026,"Fuga eum ut quia aliquid nemo.",5,Dare-McLaughlin,"Hong Kong",05-19-2021
130208,7,34671,85450,3182,"Unimpressive Laptop",11005,Frans,Paul,mariam55@trantow.com,"565 Maseko Lake Suite 540","West Bulelwamouth","South Africa",2375592579208835,10-2026,"Nulla enim dolor libero aspernatur consequatur modi.",1,"Sauer Inc",Uganda,07-16-2021
130209,8,35667,57334,3348,"Fantastic Dresser",26606,Petra,Mayert,helmer72@gmail.com,"12 Weissnat Line",Simeonville,"New Zealand",4532960359463761,01-2027,"Inventore commodi praesentium et et.",2,Bruen-Pacocha,"Hong Kong",06-02-2025
130210,5,36437,56564,2496,"Discordant Tray",11424,Charlene,Schumm,brett99@hotmail.com,"87 La Nuen","Hong Kong","Hong Kong",4929744251065234,05-2026,"Fuga in saepe qui tenetur dolore quam.",3.5,"Jenkins, Schinner and Stroman","Hong Kong",05-28-2024
130211,7,32676,102583,16458,"Spellbound Charcoal",24033,Gowri,Shan,yundt.laurianne@gmail.com,"41, Kharadi,",Alwar,India,4556231209526939,08-2027,"Voluptas sunt aut quia harum ut.",2.5,"Mante and Sons",Nigeria,08-19-2022
130212,9,35592,124269,16796,"Timeless Flag",10265,Rollin,O'Reilly,elvie.kiehn@grimes.com,"74444 Corwin Fork Apt. 070",Jarretbury,"United States",4716559075180044,05-2026,"Voluptatem non ipsum nulla et quia tempora odio.",5,"Tillman Inc",India,08-22-2023
130213,9,45257,121060,2748,"Majestic Crown",19402,Arch,Mayer,kgleichner@yahoo.com,"Block 97, Tsok Huet Court",Kowloon,"Hong Kong",2354469807176032,03-2029,"Cupiditate enim dignissimos quam nemo.",3.5,Bins-Lubowitz,"United Kingdom",07-11-2025
130214,2,38256,85361,18552,"Jarring Wrench",11077,Chukwu,Adewale,leland87@white.com,"13 Obiageli Street",AzubuikeVille,Nigeria,348274699538833,08-2028,"Est rerum odit animi assumenda impedit.",3.5,Lockman-Altenwerth,India,04-08-2025
130215,10,42167,79488,1022,"Whimsical Chisel",4924,Jane,Doe,monica19@hintz.net,"Doe Place Grove",JaneVille,Singapore,370100871894457,11-2026,"Ut et vel doloremque dolor.",5,"Gerlach Ltd",Singapore,08-31-2025
130216,7,36777,56224,1322,"Humdrum Saw",8948,Roger,Cassin,evelyn65@gmail.com,"373 Madonna Esplanade",Andresston,"New Zealand",2695797873228735,08-2028,"Et et similique est nisi incidunt est quidem.",1,Schamberger-Okuneva,Uganda,06-17-2023
130217,10,36071,77794,4856,"Magical First aid kit",28638,Lurline,Wiegand,germaine00@gmail.com,"71/96 Emard Crescent Suite 187",Naga,Philippines,6011131570272341,06-2026,"Laborum omnis excepturi incidunt qui commodi et quod.",1.5,Lubowitz-Lemke,"New Zealand",03-14-2024
130218,3,37432,105963,12579,"Discordant Grooming kit",4811,John,Doe,jarred.cremin@kutch.com,"Jalan Doe Link",JaneVille,Singapore,4716063358452873,06-2027,"Maxime dolorem architecto ipsa corrupti aut.",5,Toy-Mueller,"United Kingdom",10-28-2023
130219,9,40973,79774,4170,"Mesmerizing Scanner",1859,Timothy,Okumu,rodrigo29@mohr.info,"45563 Tia Neck Suite 918",Buikwe,Uganda,4692498365425314,09-2026,"Quis ut quia non ratione molestias.",3,"Lehner, Dickinson and Bayer","United States",12-22-2023
130220,7,37612,66122,3541,"Tiresome Food",24603,Jane,Doe,maggio.lyric@gmail.com,"Jalan Doe Park",JohnVille,Singapore,2221198830600723,01-2027,"Iure provident quo ea soluta ut et in.",4.5,Jaskolski-Donnelly,"Hong Kong",09-21-2021
130221,9,37568,63666,2951,"Astounding Dress",21026,Lauren,Morar,isabelle75@torphy.com,"35 Volkman Shore",Santiago,Philippines,5189352195720047,04-2027,"Ut temporibus recusandae assumenda.",2,Abshire-Jast,"United States",05-26-2021
130222,9,40281,52720,3215,"Astonishing Suit",5484,Theresa,Morgan,demetrius28@goodwin.com,"3 Oscar Heights",Peteberg,"United Kingdom",2450220447384640,10-2027,"Nisi quos perferendis dolor voluptatem.",5,Ebert-Satterfield,Nigeria,03-07-2024
130223,5,41367,77091,10634,"Ethereal Radio",19124,Vivien,Bukenya,joany60@borer.com,"117 Dave Lodge Suite 361",Kalongo,Uganda,3528358081864752,11-2027,"Iste occaecati omnis reprehenderit officia pariatur impedit.",4.5,"Hauck LLC",India,07-22-2022
130224,6,32075,60926,4500,"Quirky Omega-3",3204,Unique,Emmerich,cruickshank.luther@hotmail.com,"564 Wolf Way",Seanston,"New Zealand",379435706273266,08-2028,"Sed voluptate iure veniam animi et velit.",5,"Hammes, Quigley and Feest","United States",10-15-2025
130225,3,32926,101123,19150,"Humdrum Socks",25580,Alycia,Cormier,garfield90@yahoo.com,"3 O'Kon Highway",Mckaylaston,"New Zealand",6011261052300078,11-2028,"Porro ratione nostrum labore sapiente accusamus commodi sequi.",4,Brekke-Gibson,Nigeria,09-07-2022
130226,9,38042,79984,1896,"Illustrious Key",502,Viola,Kitovu,lonie51@hotmail.com,"76611 Jonathan Crest",Mityana,Uganda,4716100720954861,01-2029,"Ex sit et eaque totam maiores voluptas quae.",5,"Dickinson, Heathcote and Robel",Uganda,10-10-2024
130227,4,37433,55568,2401,"Spectacular Folding shovel",15247,Manjari,Shankar,xherman@terry.com,"31, Naval Society, Kormangala",Mysore,India,343370069715756,11-2027,"Magnam et laboriosam ad dolor.",5,Ebert-Simonis,"New Zealand",07-29-2025
130228,2,32525,60476,2591,"Mesmerizing Nut",2245,Fatima,Jayaraman,pierce.simonis@hotmail.com,"53, Tarun Apartments, Kormangala",Srinagar,India,5120573995892981,11-2026,"Molestiae cupiditate corrupti consequatur voluptatem neque.",3.5,Roob-Bahringer,Uganda,12-25-2025
130229,7,36624,85920,4431,"Somber Pull-up bar",21876,Lavon,Parisian,gertrude.hansen@wintheiser.com,"40A Bartoletti Unions Suite 428",Cabuyao,Philippines,2221596643182872,11-2027,"Voluptas nesciunt cumque aliquid eum officiis placeat.",2,"Marks, Swift and Reilly",Uganda,09-25-2022
130230,3,32884,62356,4140,"Everyday Spoon",24245,Lawrence,Jast,arne55@yahoo.com,"983 Bradtke Close",Kaileyville,"New Zealand",5519460400895073,10-2028,"Veniam voluptatem occaecati sed magni quis a.",1,"Prosacco, Heaney and Ortiz","New Zealand",04-13-2022
130231,2,31654,61347,17446,"Enraptured Puppets",17612,Zainab,Leonard,tevin.leffler@price.com,"39 Israel Street",BukolaVille,Nigeria,4556309906971036,01-2029,"Fugiat consequatur non enim voluptas.",5,"Rice, Rempel and Feest","Hong Kong",11-14-2025
130232,7,43272,86626,2599,"Sublime Garlic extract",16362,Vincent,Were,gerda.morissette@eichmann.com,"46793 Fiona Fields",Bugembe,Uganda,6011545286873490,05-2026,"Et doloribus pariatur aliquam et voluptatem.",3.5,"Corwin, Witting and Gleason",Philippines,12-16-2025
130233,2,32329,77810,2640,"Fantastic Push pins",5420,Edyth,Atuhe,juvenal96@gmail.com,"9496 Brenda Crest",Budaka,Uganda,5533658943738682,05-2028,"Nulla ut commodi explicabo.",5,"O'Kon, Lynch and Gutkowski",Nigeria,10-08-2025
130234,5,40612,86864,2081,"Intriguing Microphone",29285,Amina,Kabanda,bettye.prosacco@yahoo.com,"5836 Kareiga Place",Lwengo,Uganda,4726282798983036,09-2028,"Aut sint molestiae quo deserunt recusandae illo.",5,Bauch-Kiehn,Nigeria,04-28-2024
130235,1,38320,104826,4387,"Mesmeric Luggage set",24589,Isidro,Anderson,marcelina07@farrell.org,"Block 22, Shuk Kuet Tek Court","Hong Kong","Hong Kong",2720599581110927,06-2028,"Asperiores consequatur saepe in nobis earum sunt.",4,"Mills, Nolan and Lueilwitz","New Zealand",01-25-2023
130236,5,36782,56219,17478,"Absurd Pot",10773,Cordia,Farrell,efren.oconner@wyman.net,"75 D'Amore Shoals",Naga,Philippines,2675735284161594,04-2028,"Nisi possimus esse saepe qui culpa.",1,"Bogisich, Lemke and Parker",Uganda,01-17-2024
130237,8,41964,83758,2705,"Unforgettable Chalice",16504,Maya,Bakabulindi,joan64@gmail.com,"2287 Wavamuno Camp Apt. 143",Bukedea,Uganda,4485012206172125,02-2028,"Ut non aspernatur adipisci nihil.",1,Renner-Tillman,"New Zealand",10-04-2025
130238,7,34900,58101,13426,"Alluring Blouse",3660,Zainab,Adewura,dibbert.lauren@yahoo.com,"39 Chibike Street",EmekaVille,Nigeria,5367875267180538,06-2028,"Eveniet asperiores ut animi.",5,Grimes-Kessler,"United States",10-04-2024
130239,1,32534,128346,4420,"Predictable Shelf",6312,Lavon,Cronin,beverly.pouros@gmail.com,"39 Cheng Ma Sau Street","New Territories","Hong Kong",5359505613450596,08-2026,"Mollitia qui dignissimos aut quasi ipsam et.",1.5,"Quitzon and Sons","Hong Kong",10-30-2021
130240,10,37098,78360,4072,"Unpredictable Robot",15423,Bennie,Bbosa,glenda.bauch@weber.com,"894 Carolyn Pass Suite 847",Njeru,Uganda,3528225106998313,03-2029,"Nihil non placeat repellendus.",2.5,"Huel, Nader and O'Keefe","United States",05-11-2024
130241,5,33956,85775,10226,"Unusual Birdcage",5372,Ken,Nkurunungi,brain.schumm@powlowski.com,"893 Barnet Wells Apt. 969",Moyo,Uganda,3528625312200497,01-2027,"Quasi quisquam vitae non exercitationem hic sint est sed.",4.5,"Bradtke Ltd",India,12-04-2024
130242,5,45211,110222,1362,"Regular Bath sponge",18391,Pink,Hagenes,fredy.kulas@bailey.biz,"5 Maudie Drive",Lempiston,"New Zealand",3528493532473026,12-2027,"Facilis cum dignissimos iure in.",3.5,Hauck-Barton,"New Zealand",05-06-2022
130243,3,35058,91716,1136,"Enticing Webcam",22767,Jane,Doe,olaf.pacocha@hotmail.com,"Jalan Doe Bridge",JaneVille,Singapore,349178957637949,05-2026,"Quisquam velit reprehenderit qui et nam facere minus.",2,"Bergnaum, Gerhold and Harvey","Hong Kong",06-26-2022
130244,4,33484,79673,17805,"Anomalous Weight plate",4454,Donald,Kazibwe,norval47@marks.com,"26403 Tumusiime Rest Apt. 699","Masindi Port",Uganda,2465988747385979,01-2029,"Aut et deleniti praesentium vero non voluptatum.",5,"Bartoletti LLC","Hong Kong",07-03-2025
130245,6,45681,47320,2741,"Dazzling Earrings",4279,Don,Thompson,chadd.reynolds@reinger.info,"89 Gibson Highway",Caesarston,"New Zealand",6011395057235523,01-2028,"Illum ratione sint et distinctio.",3,"Gleason, Rodriguez and Gorczany",India,12-12-2022
130246,10,37409,75488,4519,"Fascinating Glass",2244,Thurman,Wisoky,muller.amiya@wintheiser.org,"66 Nader Parade",Clarkville,"New Zealand",4485175313095842,10-2027,"Aut atque libero voluptatum est vel necessitatibus qui.",4,"Zemlak, Hackett and Ebert",Nigeria,07-16-2025
130247,7,45139,75697,15440,"Enchanting Disc",1719,Erwin,Mraz,reagan42@hotmail.com,"96 Hong Pam San Tsuen","New Territories","Hong Kong",2523698518164533,10-2028,"Molestias adipisci numquam non accusamus est odit.",5,"Langosh, Schuppe and Turcotte",Uganda,12-26-2021
130248,2,39353,104383,12085,"Unclear Rubber bands",29445,Tiffany,Kijjoba,leta.lowe@armstrong.com,"7644 Isyagi Gardens",Pallisa,Uganda,4716997815540,04-2029,"Quaerat reprehenderit sint repudiandae sint.",1.5,"Hirthe, Hoppe and Beahan",Uganda,08-10-2023
130249,1,34483,101044,4848,"Fascinating Train",12377,Bryon,Dach,thelma.balistreri@hammes.com,"105 Sid Flat Suite 614","Port Leviburgh","United States",6011779593177788,08-2028,"In non dolores veritatis.",3.5,"Abbott, Ernser and Waters","New Zealand",04-08-2025
130250,2,44162,128309,16745,"Unflavorful Tablet",14360,Herminio,Brown,wklein@gmail.com,"1 Mylene Terrace",Deloresston,"New Zealand",5246342389917633,05-2026,"Dolore et voluptatem vel aut est aliquid tenetur.",1.5,Kunze-Leannon,"Hong Kong",01-16-2025
130251,1,35711,88983,16616,"Ethereal Notepad",12970,William,Koss,ykris@gmail.com,"48 Hau Yeung Street","Hong Kong","Hong Kong",2513345837000517,08-2028,"Unde velit voluptatem quam omnis vel repudiandae provident.",2.5,"Conn Group","Hong Kong",04-28-2023
130252,7,35614,72241,19773,"Otherworldly Blender",26493,Susana,Munyagwa,reinhold37@yahoo.com,"28239 Kabanda Curve Apt. 883",Pakwach,Uganda,3589013988947590,03-2027,"Non ea sunt hic praesentium.",4.5,Heidenreich-Ferry,Nigeria,05-02-2022
130253,2,34421,58580,1892,"Offbeat Bowl",873,Kaya,Adams,glarson@tromp.info,"332 Bailey Highway",Yvonneston,"New Zealand",4916539457057869,08-2027,"Placeat quia natus tenetur quia.",1.5,Kilback-D'Amore,"New Zealand",02-18-2025
130254,1,39038,53963,14113,"Alluring Microphone",7633,Anita,Weber,wade79@boehm.com,"28A/86 Hackett Plains Apt. 389",Calamba,Philippines,4539973735262610,06-2027,"Vel quis ad voluptate veniam numquam.",5,Davis-Schinner,India,07-04-2024
130255,10,38735,121585,12976,"Jarring Iron",25243,Austen,Maggio,randall68@ortiz.com,"19 Krajcik Shoals Suite 987",Cabuyao,Philippines,4024007189042,09-2027,"Doloremque corrupti vel sit architecto non voluptatum.",4,"Trantow, Durgan and Flatley","New Zealand",07-02-2021
130256,4,38834,119475,11031,"Strange Cameo",5610,Melany,Klein,parisian.abner@feil.net,"956 Hermiston Crescent",Antoniaston,"New Zealand",5104426330120313,04-2027,"Enim consequatur tempore veritatis delectus quisquam dolorum aut.",4,"Beier Inc",Nigeria,05-12-2021
130257,2,45589,97079,13176,"Unforgettable Dumbbell",14426,Aidan,Shields,kiera06@grady.com,"265 Zachariah Grove",Reingerhaven,"United States",5527548369295903,09-2026,"Neque labore sit vel dolorem ad blanditiis praesentium aliquam.",2.5,Mertz-Steuber,"Hong Kong",07-21-2025
130258,2,40745,94522,3167,"Unanimated Iron",3973,Anshu,Sastry,reilly.cristal@windler.info,"75, Churchgate,",Alwar,India,5225882970016670,07-2026,"Ducimus consequatur dolores assumenda sunt exercitationem illo.",1,"Hegmann Inc",Singapore,02-29-2024
130259,10,34737,58264,3206,"Unorthodox Bolt",11669,Naresh,Venkataraman,wilford.labadie@nolan.com,"94, AmritaGunj,",Delhi,India,4716747065780655,01-2028,"Error sit placeat consequuntur qui.",1,"Bins, Fritsch and Corwin","Hong Kong",06-26-2021
130260,1,32134,81525,17111,"Unclear Aquarium",9187,Gabriella,Tizikara,burley.rath@yahoo.com,"25488 Bradley Courts",Paidha,Uganda,4916456215577031,08-2026,"Dolorem est ut at maiores distinctio velit.",4.5,King-Hessel,"New Zealand",04-29-2022
130261,2,38968,116457,11911,"Quirky Smartwatch",12922,Isioma,Nwuzor,waylon.witting@hotmail.com,"59 Amaechi Street",AzubuikeVille,Nigeria,4485755482034274,07-2028,"Qui molestiae aut quia et consequuntur ut.",2,Von-Schowalter,"Hong Kong",10-29-2021
130262,2,37779,90002,3269,"Mystical Drill",1621,Leonardo,Schamberger,mina.reynolds@hackett.biz,"1236 Kihn Path","East Elbert","United States",5439160551373170,07-2027,"Recusandae nemo aut ut non enim id.",5,"Doyle Group",Uganda,07-14-2024
130263,4,35859,57142,1253,"Sorcerous Coffee maker",25903,Titi,Segunmaru,helen49@pagac.biz,"96 Salami Street",MohammedVille,Nigeria,2720314845263920,01-2029,"Aperiam quam facere expedita expedita blanditiis explicabo incidunt facere.",4,Kemmer-Mueller,"New Zealand",10-14-2025
130264,3,35314,122238,1018,"Unanimated Mirror",10528,Surya,Keer,ben32@yahoo.com,"30, Aundh,",Chandigarh,India,5393483745031767,02-2028,"Architecto numquam laudantium et.",2.5,"Koch Ltd",India,08-12-2021
130265,2,33144,124767,17942,"Gorgeous Toy",13987,Shyanne,Wolf,hschmitt@gmail.com,"873 Stamm Close",Zacheryston,"New Zealand",6011179822705972,01-2027,"In dolor voluptas ullam est.",1,"Dare, Mertz and Pfannerstill","Hong Kong",11-30-2023
130266,10,34192,64422,3123,"Witching Smartwatch",15894,Isaias,Buckridge,ledner.lolita@ward.com,"Block 82, Sa Min Hei Court",Kowloon,"Hong Kong",5212423529901487,12-2026,"Voluptatem eligendi quasi distinctio quia.",2.5,"Pouros, Franecki and Murazik","United States",06-02-2023
130267,10,41072,115948,4690,"Common Puck",27888,Candice,White,jeffry.king@gmail.com,"69 Emma Parkways",Danielstad,"United Kingdom",4024007197608929,03-2029,"Aut esse rerum excepturi quidem.",3.5,"Lebsack, Paucek and Sanford",India,07-03-2024
130268,2,42949,105962,1863,"Sublime Leash",25302,Fernando,Batz,mayert.jessyca@kilback.com,"54 Moen Hill",Elbertston,"New Zealand",6011359538112552,03-2027,"Modi molestias mollitia qui consequatur numquam dolorem consequatur.",3.5,"Little, Lynch and Robel","Hong Kong",08-31-2025
130269,7,39746,71559,19659,"Usual Trailer hitch",11229,Travon,Adams,ignatius.mueller@glover.com,"191 Tillman Streets","East Tamara","United States",4716184834059049,01-2028,"Quia aliquid ullam ea et.",1,Monahan-Emmerich,Uganda,04-18-2024
130270,3,45906,47095,18565,"Uneventful Toy gun",27396,Satish,Naik,larson.gianni@kirlin.com,"39, KartikGarh,",Nashik,India,5479841569578436,07-2026,"Quis non beatae distinctio error.",1,Kulas-Brekke,Nigeria,05-08-2025
130271,3,42905,50096,3893,"Vibrant Kettlebell",23721,Emeka,Leonard,sbednar@gmail.com,"75 Olumide Street",AkandeVille,Nigeria,5488826201455852,05-2028,"Corrupti iste nemo unde odit a.",3,Boehm-Abernathy,"Hong Kong",04-08-2025
130272,6,32090,71640,2120,"Enraptured Push-up handles",4492,Olufunmi,Emmanuel,zharris@gmail.com,"24 Ogunwande Street",FatimaVille,Nigeria,4590053587054815,05-2027,"Ea commodi explicabo beatae dolores expedita dolorem aperiam.",3.5,"Skiles, Parisian and McClure",Nigeria,06-21-2025
130273,7,44287,66423,14388,"Ravishing Trowel",4546,Wale,Oluwaseun,kari.oreilly@gmail.com,"91 Oyinkansola Street",RasheedahVille,Nigeria,4355738565459565,08-2026,"Quis numquam doloribus iusto molestiae asperiores recusandae sint.",1.5,"Schamberger and Sons","New Zealand",04-01-2022
130274,6,40966,107451,14653,"Unclear Solar charger",22451,Lora,Kanyesigye,mona12@kulas.info,"85767 Byanyima Ferry Apt. 642",Kyenjojo,Uganda,4929372951477226,08-2026,"Qui vitae nihil tempore veritatis.",4,"Pfeffer, Rempel and Cremin",India,12-16-2021
130275,4,34699,115253,14219,"Ominous Cat tower",22831,Jatin,Choudhary,emie00@doyle.com,"69, Sapna Chowk,",Kota,India,3528926005301802,07-2026,"Animi tempora illum quo.",1,Lubowitz-Nikolaus,"Hong Kong",03-02-2023
130276,6,40853,104146,4287,"Fantastic Axe",21482,Bankole,Maryjane,jordy.macejkovic@lowe.com,"84 Adebayo Street",AminatVille,Nigeria,5282371712252413,07-2026,"Repellendus cumque est repellat minus repudiandae voluptas culpa.",4,Schimmel-Kertzmann,"New Zealand",03-07-2023
130277,3,45631,122009,18925,"Alluring Eyeliner",25387,Adrianna,Atuhe,swintheiser@hotmail.com,"7509 Edward Creek Apt. 650",Paidha,Uganda,349013414660053,02-2027,"Aut vero perspiciatis voluptate.",1.5,Bradtke-Zieme,"United States",04-02-2023
130278,10,34749,74918,2404,"Absurd Fork",5484,Theresa,Morgan,demetrius28@goodwin.com,"3 Oscar Heights",Peteberg,"United Kingdom",2450220447384640,10-2027,"Exercitationem eius odio rerum ea.",5,"Harvey, Hyatt and Schmitt","United States",05-18-2022
130279,5,34988,127343,17126,"Plain-Jane Bench",13458,Augustina,Oluwaseyi,csenger@yahoo.com,"85 Ehigiator Street",RasheedahVille,Nigeria,4716237304493518,10-2028,"Assumenda et voluptatem eum omnis.",5,Price-Ebert,"New Zealand",11-04-2023
130280,1,35034,110284,3994,"Unpredictable Bikini",447,Lola,Grace,erogahn@thiel.com,"54 Jamiu Street",OmolaraVille,Nigeria,2379955318406067,02-2029,"Explicabo vel exercitationem esse neque tempora vel sint.",2,"Daniel, Kutch and Moore",Nigeria,07-31-2025
130281,9,37802,55199,15377,"Unanimated Erasers",2723,Evelyn,Parker,thiel.alivia@blanda.com,"52A Walter Fords",Tacurong,Philippines,5447535016129947,03-2029,"Et adipisci sequi occaecati reiciendis quia tempore.",1,Brakus-Raynor,India,05-11-2025
130282,10,42725,68245,17396,"Everyday Board",6804,Whitney,Baguma,savion.dubuque@purdy.info,"99333 Elsie Lodge",Kumi,Uganda,5162603499094039,06-2027,"Necessitatibus id non vel.",1.5,Sauer-Schneider,"New Zealand",02-17-2025
130283,8,41470,113085,19991,"Enchanting Weightlifting belt",5228,Laurence,Franecki,hpfannerstill@dare.org,"871 Lance Roads Apt. 385",Welchtown,"United States",4532951184937293,07-2028,"Voluptatem atque cupiditate eum odit recusandae doloribus aperiam.",1.5,Feest-Towne,Uganda,05-17-2021
130284,1,39769,92296,3703,"Tasteless Curling iron",28488,Ophelia,Franecki,hamill.leonor@walker.info,"68028 Timothy Lights Apt. 028",Pricebury,"United States",4556072258454395,09-2027,"Molestiae laudantium et voluptatem.",4,"Considine, Blanda and Kessler","Hong Kong",05-04-2024
130285,4,31297,61704,4380,"Tumultuous Reptile habitat",8601,Cyril,Fadel,jasper.romaguera@glover.net,"44 Adrain Heights",Vidaville,"New Zealand",378564822394317,09-2028,"Optio corrupti saepe rerum aut provident ea.",5,"Bartell Inc","Hong Kong",04-20-2024
130286,3,38413,123340,2979,"Enchanted Puppets",29349,Rylee,McKenzie,jgutmann@goodwin.biz,"25 Doyle Heights",Palmaville,"New Zealand",5311048465675504,09-2027,"Voluptas voluptatibus nostrum enim corrupti.",1.5,"Ritchie, Hammes and Ortiz","New Zealand",08-29-2025
130287,2,42961,50040,1000,"Serene Action figure",27537,Iqbal,Ahuja,deshawn.ledner@keebler.info,"59, Sumit Heights, Yeshwanthpura",Alwar,India,6011505981371323,12-2027,"Quod eaque distinctio iste in aut exercitationem qui.",3.5,Crona-Mraz,Uganda,01-02-2022
130288,10,40892,122120,3915,"Epicurean Scissors",26401,Cyrus,Davis,sullrich@blanda.com,"8 Davis Way",Jackieston,"New Zealand",2603138849173252,03-2029,"Molestias delectus corporis quaerat accusantium suscipit impedit architecto ut.",5,Thompson-Gislason,"Hong Kong",11-27-2021
130289,9,37171,82043,18434,"Sublime Flea collar",12562,Adegoke,David,collins.loy@little.biz,"14 Adesina Street",AbimbolaVille,Nigeria,5357175104695661,10-2027,"Eligendi quis deleniti ut aliquam quia qui velit.",4.5,Reichert-Wolf,"Hong Kong",09-06-2023
130290,9,38701,54300,4183,"Repetitive Piano",13783,Stan,Torp,qglover@hettinger.com,"Block 48, Nui Fuk Estate",Kowloon,"Hong Kong",4891026352821,06-2028,"Voluptatem illum est nostrum porro hic dolores.",4.5,Reinger-Wuckert,India,01-13-2022
130291,4,39034,65317,19897,"Spellbound Tie",28465,Berry,Bernhard,yhalvorson@yahoo.com,"18974 Aurore Mount Apt. 278",Steveborough,"United States",6011402753542630,02-2028,"Ad velit eos sit fugit sint eos.",2.5,"Roob, Blick and Reilly",Singapore,06-07-2022
130292,2,33865,63715,10668,"Regular Saddle",3595,Madyson,Baumbach,eloise51@hotmail.com,"87 Ting Pak Wai","Hong Kong","Hong Kong",4532919219125523,02-2028,"Voluptatem consequatur voluptas et.",4,"Cassin Inc","New Zealand",04-25-2021
130293,10,33242,126147,19362,"Bizarre Stamps",7869,Nnamdi,Lawal,bernie24@hotmail.com,"71 Afolabi Street",MuyiwaVille,Nigeria,4716738031553615,01-2028,"Quasi eligendi molestias eos inventore.",1,"Schultz PLC","Hong Kong",09-28-2021
130294,3,42250,94547,14472,"Illustrious Flag",27628,Thora,Dach,fjenkins@hagenes.com,"915 Dante Rise",Darrelville,"New Zealand",4532191181520699,03-2028,"Nihil minus beatae excepturi quia ad.",5,"Christiansen, Yundt and Goldner",Singapore,05-16-2024
130295,9,37182,89200,3808,"Charming Food",4569,Kayleigh,Schinner,elmore44@gmail.com,"588 D'Amore Mountains",Hayesfurt,"United States",4934025990862559,12-2026,"Nihil quisquam quis deleniti iste rerum natus facilis.",4.5,"Moen PLC",India,01-14-2022
130296,2,44263,48738,2659,"Plain-Jane Bongo",488,Ken,Muhwezi,vkoss@gmail.com,"674 Musinguzi Circle Suite 303",Nagongera,Uganda,4769793056556437,11-2026,"Eos sit illo veritatis tenetur vitae et.",5,"Denesik Ltd","New Zealand",03-19-2022
130297,4,37518,128958,1866,"Undistinguished Puck",8728,Alysson,Schuster,ireichert@koss.com,"62 Johnston Grove",Murphyston,"New Zealand",6011699243563163,08-2026,"Ex ipsa quidem quia natus qui facilis cum.",4.5,"Tromp, O'Connell and Brakus",Philippines,07-22-2021
130298,2,39025,89651,18102,"Turbulent Exercise ball",17872,Peggie,Sipes,verner.koelpin@hotmail.com,"436 Adams Square",Dustyston,"New Zealand",2586639711286685,03-2027,"Nobis molestiae unde sed voluptas sunt at sunt.",1.5,Considine-Gulgowski,"United States",09-26-2021
130299,3,40743,73170,3444,"Intriguing Moccasin",6777,Era,Rosenbaum,maggie.muller@yahoo.com,"46 Pong Sit Wai","Hong Kong","Hong Kong",2305664773709895,04-2028,"Sunt dolores architecto et nisi saepe.",3.5,"Conroy, Yost and Hermann","New Zealand",03-25-2022
130300,2,36492,106067,16070,"Nonchalant Travel blanket",12548,Letha,Daugherty,lucie.oberbrunner@mccullough.com,"Block 71, Fu Yo Court","Hong Kong","Hong Kong",2574041775057827,08-2028,"Fugiat delectus tempora quia nemo.",4.5,"Kulas and Sons","Hong Kong",08-02-2022
130301,3,43446,79951,15605,"Epicurean Pocket watch",19245,Oluwunmi,Oladimeji,akeem.towne@gmail.com,"78 Mayowa Street",EbiereVille,Nigeria,4929413005824193,11-2027,"Sequi debitis quos qui ullam ut perspiciatis.",5,Sauer-Cruickshank,"New Zealand",05-29-2025
130302,7,33813,86479,18174,"Mediocre Duffle bag",12589,Akande,Oladeji,vergie15@hotmail.com,"25 Omolara Street",SekinatVille,Nigeria,4539199001226,04-2027,"At aut omnis veniam.",2,"Roob, Dooley and Simonis","New Zealand",05-01-2024
130303,1,31049,62515,19005,"Conventional Saddle",29769,John,Doe,hlarkin@wunsch.biz,"Jalan Doe Link",JohnVille,Singapore,5147093437269820,04-2027,"Eos fugit hic vitae repellat iste iusto assumenda voluptate.",5,Stehr-Funk,"New Zealand",06-03-2021
130304,1,38455,128570,2352,"Unseasoned Oboe",9415,Faustino,Zieme,swaniawski.trisha@toy.com,"5 Schultz Crescent",Devynston,"New Zealand",5204110744340597,03-2029,"Sunt consequatur sapiente sed quo magni voluptatem amet.",5,Kovacek-Torp,"New Zealand",12-09-2024
130305,5,35535,115696,3308,"Exquisite Plyo box",15729,Hallie,Eichmann,howe.retta@hotmail.com,"60 Shanghai Lane",Kowloon,"Hong Kong",4716616395589385,11-2026,"Vel officia magni ullam perferendis.",1.5,"Welch Ltd",Singapore,06-26-2022
